regime,n,frac_total,class_prevalence,mean_ff,ece,ece_ci_lo,ece_ci_hi,brier,brier_ci_lo,brier_ci_hi
under_failure,1500,1.000000,0.000000,0.001867,0.000198,0.000012,0.000676,0.000073,0.000052,0.000094
informative,0,0.000000,,,,,,,,
saturated,0,0.000000,,,,,,,,
aggregate,1500,1.000000,0.000000,0.001867,0.000198,0.000012,0.000595,0.000073,0.000053,0.000097
