regime,n,frac_total,class_prevalence,mean_ff,ece,ece_ci_lo,ece_ci_hi,brier,brier_ci_lo,brier_ci_hi
under_failure,0,0.000000,,,,,,,,
informative,1429,0.952667,0.689993,0.527618,0.005781,0.004366,0.011062,0.009269,0.008609,0.009954
saturated,71,0.047333,1.000000,0.993427,0.022107,0.015381,0.028385,0.001291,0.000849,0.001737
aggregate,1500,1.000000,0.704667,0.549667,0.006553,0.005083,0.012126,0.008891,0.008236,0.009535
