regime,n,frac_total,class_prevalence,mean_ff,ece,ece_ci_lo,ece_ci_hi,brier,brier_ci_lo,brier_ci_hi
under_failure,1489,0.992667,0.000000,0.027961,0.000794,0.000140,0.002296,0.000955,0.000887,0.001041
informative,11,0.007333,0.000000,0.178788,0.109411,0.092125,0.128437,0.012888,0.009196,0.016984
saturated,0,0.000000,,,,,,,,
aggregate,1500,1.000000,0.000000,0.029067,0.000268,0.000100,0.001867,0.001043,0.000959,0.001161
