regime,n,frac_total,class_prevalence,mean_ff,ece,ece_ci_lo,ece_ci_hi,brier,brier_ci_lo,brier_ci_hi
under_failure,36,0.024000,0.000000,0.122222,0.175536,0.167056,0.184278,0.031548,0.028258,0.034567
informative,1464,0.976000,0.165984,0.355601,0.002630,0.001877,0.007717,0.006568,0.006099,0.007078
saturated,0,0.000000,,,,,,,,
aggregate,1500,1.000000,0.162000,0.350000,0.006614,0.004243,0.011164,0.007168,0.006630,0.007675
